YEAR;MONTH;FLIGHT_NUMBER;ORIGIN;DESTINATION;DURATION;DELAY
2010;4;5004;TBS;CGN;230;-10
2012;9;5020;LPL;LTN;146;-9
2011;5;5010;TGD;AMS;90;-5
2012;6;5026;TXL;DUS;128;28
2013;2;5014;ACE;SVQ;44;4
2013;5;5008;LPA;LUX;106;26
2010;5;5022;MAN;GLA;237;27
2012;12;5004;TBS;CGN;243;3
2011;5;5023;GLA;SXF;190;25
2010;6;5000;TIA;MPL;122;22
2011;9;5006;MAD;BCN;104;19
2013;7;5013;OSL;ACE;182;12
2010;5;5017;BHX;JER;84;19
2012;6;5025;CDG;TXL;85;15
2011;9;5025;CDG;TXL;98;28
2011;5;5013;OSL;ACE;189;19
2013;11;5014;ACE;SVQ;31;-9
2013;12;5013;OSL;ACE;185;15
2012;6;5022;MAN;GLA;212;2
2010;4;5008;LPA;LUX;79;-1
2011;10;5018;JER;LCY;150;15
2011;12;5008;LPA;LUX;114;34
2011;2;5016;IST;BHX;74;-1
2013;8;5012;BGO;OSL;165;15
2013;6;5002;BVA;FMM;93;3
2013;3;5016;IST;BHX;77;2
2011;2;5024;SXF;CDG;112;32
2012;9;5021;LTN;MAN;223;23
2010;4;5008;LPA;LUX;75;-5
2012;2;5012;BGO;OSL;167;17
2010;5;5021;LTN;MAN;190;-10
2013;7;5025;CDG;TXL;66;-4
2010;11;5000;TIA;MPL;93;-7
2012;3;5010;TGD;AMS;86;-9
2013;8;5019;LCY;LPL;158;28
2011;5;5000;TIA;MPL;91;-9
2012;11;5022;MAN;GLA;206;-4
2012;3;5019;LCY;LPL;163;33
2011;11;5021;LTN;MAN;213;13
2011;3;5013;OSL;ACE;189;19
2010;9;5025;CDG;TXL;84;14
2010;7;5015;SVQ;IST;86;26
2011;5;5007;BCN;LPA;89;19
2010;2;5018;JER;LCY;161;26
2010;4;5011;AMS;BGO;200;20
2011;6;5026;TXL;DUS;120;20
2010;2;5008;LPA;LUX;95;15
2011;1;5022;MAN;GLA;225;15
2010;1;5017;BHX;JER;74;9
2013;1;5009;LUX;TGD;91;-9
2011;7;5007;BCN;LPA;102;32
2011;1;5013;OSL;ACE;167;-3
2011;12;5000;TIA;MPL;93;-7
2010;12;5013;OSL;ACE;198;28
2013;3;5024;null;CDG;91;11
2011;7;5010;TGD;AMS;92;-3
2011;7;5022;MAN;GLA;210;0
2010;1;5024;null;CDG;114;34
2010;2;5015;SVQ;IST;72;12
2011;12;5015;SVQ;null;56;-4
2012;5;5000;TIA;MPL;131;31
2011;9;5004;TBS;CGN;241;1
2013;10;5002;BVA;FMM;120;30
2010;12;5014;ACE;SVQ;53;13
2012;10;5012;BGO;OSL;158;8
2010;7;5004;TBS;CGN;257;17
2012;2;5014;ACE;SVQ;57;17
2013;7;5019;LCY;LPL;123;-7
2011;8;5015;SVQ;IST;95;35
2013;10;5014;ACE;SVQ;56;16
2013;12;5025;CDG;TXL;98;28
2011;3;5006;MAD;BCN;79;-6
2010;12;5014;ACE;SVQ;35;-5
2013;2;5001;MPL;BVA;145;25
2011;1;5023;GLA;SXF;175;10
2010;3;5023;GLA;SXF;186;21
2013;2;5010;TGD;AMS;127;32
2010;7;5022;MAN;GLA;222;12
2011;5;5016;IST;BHX;74;-1
2013;1;5016;IST;BHX;71;-4
2012;3;5019;LCY;LPL;165;35
2011;9;5022;MAN;GLA;212;2
2010;8;5024;SXF;CDG;99;19
2012;3;5008;LPA;LUX;115;35
2011;6;5017;BHX;JER;89;24
2013;2;5003;FMM;TBS;75;20
2010;12;5016;IST;BHX;67;-8
2010;12;5001;MPL;BVA;112;-8
2013;12;5023;GLA;SXF;179;14
2010;12;5024;SXF;CDG;74;-6
2012;12;5000;TIA;MPL;97;-3
2010;1;5009;LUX;TGD;110;10
2012;2;5013;OSL;ACE;170;0
2012;7;5020;LPL;LTN;178;23
2010;2;5014;ACE;SVQ;43;3
2010;8;5009;LUX;TGD;131;31
2010;1;5009;LUX;TGD;109;9
2013;3;5007;BCN;LPA;60;-10
2013;10;5004;TBS;CGN;265;25
2010;1;5008;LPA;LUX;76;-4
2010;3;5025;CDG;TXL;90;20
2012;7;5023;GLA;SXF;200;35
2011;4;5011;AMS;BGO;199;19
2013;5;5023;GLA;SXF;191;26
2012;6;5025;CDG;TXL;70;0
2010;8;5001;MPL;null;115;-5
2012;10;5002;BVA;FMM;119;29
2011;6;5014;ACE;SVQ;72;32
2011;4;5018;JER;LCY;161;26
2012;2;5011;AMS;BGO;195;15
2011;7;5026;TXL;DUS;133;33
2011;3;5020;LPL;LTN;156;1
2013;10;5002;BVA;FMM;103;13
2011;3;5013;OSL;ACE;178;8
2010;9;5026;TXL;DUS;95;-5
2012;7;5013;OSL;ACE;168;-2
2012;4;5026;TXL;DUS;132;32
2010;3;5001;MPL;BVA;130;10
2010;1;5006;MAD;BCN;91;6
2011;2;5000;TIA;MPL;93;-7
2010;12;5022;MAN;GLA;217;7
2010;10;5004;TBS;CGN;247;7
2011;5;5009;LUX;TGD;108;8
2011;10;5018;JER;LCY;140;5
2010;1;5009;LUX;TGD;107;7
2010;7;5012;BGO;OSL;142;-8
2012;11;5012;BGO;OSL;156;6
2011;5;5005;CGN;MAD;134;24
2011;11;5013;OSL;ACE;186;16
2013;3;5000;TIA;MPL;124;24
2012;1;5021;LTN;MAN;219;19
2011;9;5019;LCY;LPL;159;29
2011;5;5004;TBS;CGN;233;-7
2012;10;5008;LPA;LUX;102;22
2010;7;5014;ACE;SVQ;44;4
2012;12;5004;TBS;CGN;240;0
2013;5;5000;TIA;MPL;130;30
2010;5;5018;JER;LCY;165;30
2010;9;5001;MPL;BVA;115;-5
2010;7;5009;LUX;TGD;121;21
2011;5;5005;CGN;MAD;133;23
2011;1;5018;JER;LCY;138;3
2011;3;5001;MPL;BVA;148;28
2012;3;5021;LTN;MAN;222;22
2012;6;5016;IST;BHX;104;29
2013;11;5002;BVA;FMM;90;0
2010;6;5018;JER;LCY;140;5
2013;1;5026;TXL;DUS;106;6
2012;2;5014;ACE;SVQ;72;32
2012;6;5006;MAD;BCN;85;0
2010;5;5016;IST;BHX;99;24
2013;11;5023;GLA;SXF;163;-2
2011;10;5010;TGD;AMS;96;1
2012;10;5021;LTN;MAN;201;1
2013;3;5001;MPL;BVA;119;-1
2013;3;5013;OSL;ACE;170;0
2011;2;5007;BCN;LPA;104;34
2013;8;5006;MAD;BCN;100;15
2011;4;5024;null;CDG;87;7
2010;9;5007;BCN;LPA;92;22
2011;4;5014;ACE;SVQ;70;30
2012;7;5020;LPL;LTN;182;27
2011;2;5020;LPL;LTN;181;26
2013;6;5001;MPL;BVA;115;-5
2011;12;5024;SXF;CDG;75;-5
2013;3;5012;BGO;OSL;148;-2
2013;4;5003;FMM;TBS;55;0
2011;7;5023;GLA;SXF;196;31
2013;6;5001;MPL;BVA;144;24
2013;10;5014;ACE;SVQ;63;23
2010;11;5007;BCN;LPA;93;23
2012;11;5024;SXF;CDG;93;13
2011;6;5018;JER;LCY;169;34
2012;1;5012;BGO;OSL;156;6
2012;3;5009;LUX;TGD;121;21
2010;1;5010;TGD;AMS;115;20
2010;6;5022;MAN;GLA;207;-3
2013;9;5014;ACE;SVQ;34;-6
2010;8;5026;TXL;DUS;122;22
2010;12;5013;OSL;ACE;177;7
2010;7;5010;TGD;AMS;126;31
2010;8;5010;TGD;AMS;103;8
2011;6;5013;OSL;ACE;167;-3
2011;1;5008;LPA;LUX;106;26
2013;4;5007;BCN;LPA;60;-10
2012;2;5002;BVA;FMM;116;26
2010;7;5017;BHX;JER;89;24
2013;7;5014;ACE;SVQ;35;-5
2010;5;5011;AMS;BGO;175;-5
2012;2;5012;null;OSL;178;28
2013;7;5001;MPL;BVA;131;11
2011;1;5025;CDG;TXL;94;24
2010;11;5013;OSL;ACE;202;32
2012;4;5020;LPL;LTN;170;15
2012;5;5013;OSL;ACE;176;6
2012;5;5021;LTN;MAN;202;2
2010;10;5007;BCN;LPA;81;11
2012;2;5023;GLA;SXF;161;-4
2010;4;5011;AMS;BGO;191;11
2010;10;5004;TBS;CGN;235;-5
2011;2;5013;OSL;ACE;181;11
2011;11;5021;LTN;MAN;225;25
2011;1;5017;BHX;JER;75;10
2012;4;5008;LPA;LUX;109;29
2010;4;5005;CGN;MAD;111;1
2012;8;5016;IST;BHX;95;20
2010;8;5002;BVA;FMM;107;17
2011;5;5018;JER;LCY;140;5
2012;3;5025;CDG;TXL;90;20
2013;2;5011;AMS;BGO;172;-8
2011;5;5011;AMS;BGO;200;20
2012;12;5022;MAN;GLA;201;-9
2011;1;5023;GLA;SXF;191;26
2010;6;5001;MPL;BVA;141;21
2013;3;5015;SVQ;IST;74;14
2013;7;5023;GLA;SXF;175;10
2010;11;5012;BGO;OSL;178;28
2011;10;5000;TIA;MPL;90;-10
2011;2;5025;CDG;TXL;69;-1
2011;2;5018;JER;LCY;138;3
2010;12;5014;ACE;SVQ;40;0
2011;10;5020;LPL;LTN;163;8
2013;4;5019;LCY;LPL;146;16
2010;6;5005;CGN;MAD;119;9
2011;8;5008;LPA;LUX;72;-8
2012;11;5006;MAD;BCN;114;29
2013;5;5015;SVQ;IST;84;24
2012;6;5009;LUX;TGD;102;2
2012;10;5011;AMS;BGO;202;22
2012;3;5006;MAD;BCN;80;-5
2011;5;5018;JER;LCY;137;2
2011;1;5007;BCN;LPA;89;19
2010;6;5013;OSL;ACE;179;9
2010;11;5013;OSL;ACE;180;10
2010;2;5013;OSL;ACE;200;30
2010;4;5019;LCY;LPL;132;2
2010;12;5005;CGN;MAD;121;11
2010;1;5003;FMM;TBS;89;34
2012;9;5013;OSL;ACE;167;-3
2011;4;5020;LPL;LTN;145;-10
2011;9;5001;MPL;BVA;134;14
2010;9;5007;BCN;LPA;92;22
2012;4;5002;BVA;FMM;125;35
2013;7;5007;BCN;LPA;63;-7
2012;10;5015;SVQ;IST;77;17
2010;7;5011;AMS;BGO;170;-10
2010;2;5014;ACE;SVQ;65;25
2010;2;5012;BGO;OSL;170;20
2010;11;5001;MPL;BVA;145;25
2013;11;5016;IST;BHX;90;15
2013;10;5023;GLA;SXF;180;15
2013;4;5020;LPL;LTN;151;-4
2012;5;5010;TGD;AMS;125;30
2010;4;5025;CDG;TXL;75;5
2012;4;5008;LPA;LUX;97;17
2011;10;5006;MAD;BCN;76;-9
2010;2;5023;GLA;SXF;189;24
2011;10;5011;AMS;BGO;211;31
2011;10;5019;LCY;LPL;148;18
2011;1;5011;AMS;BGO;176;-4
2010;7;5012;null;OSL;184;34
2012;11;5008;LPA;LUX;91;11
2012;2;5021;LTN;MAN;210;10
2011;6;5019;LCY;LPL;122;-8
2012;9;5024;SXF;CDG;99;19
2011;12;5006;MAD;BCN;79;-6
2010;12;5012;BGO;OSL;157;7
2012;3;5022;MAN;GLA;234;24
2011;4;5012;BGO;OSL;165;15
2013;8;5009;LUX;TGD;99;-1
2013;3;5003;FMM;TBS;63;8
2012;4;5017;BHX;JER;72;7
2011;5;5021;LTN;MAN;226;26
2012;2;5021;LTN;MAN;192;-8
2011;1;5008;LPA;LUX;73;-7
2012;4;5010;TGD;AMS;89;-6
2011;3;5016;IST;BHX;74;-1
2013;5;5003;FMM;TBS;84;29
2010;11;5013;OSL;ACE;195;25
2012;9;5010;TGD;AMS;85;-10
2010;9;5010;TGD;AMS;91;-4
2010;9;5008;LPA;LUX;100;20
2013;5;5020;LPL;LTN;171;16
2013;12;5018;JER;LCY;136;1
2012;1;5000;TIA;MPL;110;10
2013;12;5016;IST;BHX;66;-9
2011;6;5003;FMM;TBS;46;-9
2011;10;5014;ACE;SVQ;43;3
2012;6;5004;TBS;CGN;256;16
2010;9;5004;TBS;CGN;258;18
2013;11;5025;CDG;TXL;66;-4
2010;2;5009;LUX;TGD;127;27
2012;1;5016;IST;BHX;90;15
2011;8;5026;TXL;DUS;117;17
2010;9;5017;BHX;JER;87;22
2012;4;5014;ACE;SVQ;65;25
2010;6;5001;MPL;BVA;114;-6
2011;11;5019;LCY;LPL;121;-9
2010;5;5011;AMS;BGO;206;26
2011;11;5016;IST;BHX;104;29
2010;6;5015;SVQ;IST;78;18
2012;12;5004;TBS;CGN;250;10
2012;9;5022;MAN;GLA;232;22
2011;8;5026;TXL;DUS;101;1
2012;5;5017;BHX;JER;80;15
2010;9;5003;FMM;TBS;82;27
2013;2;5019;LCY;LPL;139;9
2010;6;5007;BCN;LPA;91;21
2011;3;5006;MAD;BCN;80;-5
2010;3;5009;LUX;TGD;118;18
2012;5;5003;FMM;TBS;86;31
2011;12;5025;CDG;TXL;99;29
2012;1;5004;TBS;CGN;273;33
2012;12;5001;MPL;BVA;151;31
2013;8;5004;TBS;CGN;275;35
2012;3;5012;BGO;OSL;171;21
2013;8;5010;TGD;AMS;106;11
2012;10;5021;LTN;MAN;201;1
2010;2;5003;FMM;TBS;78;23
2011;8;5025;CDG;TXL;96;26
2011;7;5016;IST;BHX;78;3
2012;9;5001;MPL;BVA;137;17
2010;9;5018;JER;LCY;157;22
2010;4;5017;BHX;JER;68;3
2010;10;5005;CGN;MAD;104;-6
2012;9;5025;CDG;TXL;73;3
2011;8;5004;TBS;CGN;265;25
2012;2;5023;GLA;SXF;193;28
2012;2;5021;LTN;MAN;220;20
2012;2;5019;LCY;LPL;136;6
2012;2;5020;LPL;LTN;173;18
2012;6;5025;CDG;TXL;70;0
2012;5;5011;AMS;BGO;174;-6
2010;11;5026;TXL;DUS;111;11
2011;9;5016;IST;BHX;99;24
2013;10;5018;JER;LCY;160;25
2012;3;5004;TBS;CGN;252;12
2013;8;5024;null;CDG;105;25
2012;1;5014;ACE;SVQ;71;31
2011;2;5000;TIA;MPL;123;23
2010;9;5025;CDG;TXL;73;3
2012;7;5011;AMS;BGO;173;-7
2011;3;5014;ACE;SVQ;66;26
2012;7;5015;SVQ;IST;62;2
2013;4;5006;MAD;BCN;95;10
2012;7;5019;LCY;LPL;135;5
2012;9;5008;LPA;LUX;94;14
2010;12;5020;LPL;LTN;186;31
2013;1;5009;LUX;TGD;91;-9
2010;6;5020;LPL;LTN;185;30
2011;10;5023;GLA;SXF;197;32
2010;11;5004;TBS;CGN;250;10
2011;12;5023;GLA;SXF;181;16
2013;10;5004;TBS;CGN;259;19
2011;1;5007;BCN;LPA;62;-8
2012;1;5001;MPL;BVA;134;14
2012;4;5019;LCY;LPL;136;6
2010;6;5000;TIA;MPL;135;35
2013;2;5004;TBS;CGN;262;22
2011;7;5008;LPA;LUX;84;4
2011;11;5005;CGN;MAD;107;-3
2011;2;5020;LPL;LTN;157;2
2013;10;5018;JER;LCY;138;3
2013;10;5008;LPA;LUX;114;34
2013;10;5007;BCN;LPA;88;18
2011;12;5023;GLA;SXF;189;24
2010;4;5017;BHX;JER;100;35
2013;11;5013;OSL;ACE;160;-10
2012;10;5013;OSL;ACE;161;-9
2012;5;5025;CDG;TXL;61;-9
2011;10;5021;LTN;MAN;201;1
2013;4;5005;CGN;MAD;128;18
2012;7;5006;MAD;BCN;119;34
2013;5;5011;AMS;BGO;195;15
2011;5;5020;LPL;LTN;179;24
2010;9;5004;TBS;CGN;250;10
2013;10;5018;JER;LCY;154;19
2010;1;5002;BVA;FMM;116;26
2013;12;5004;TBS;CGN;271;31
2013;12;5003;FMM;TBS;48;-7
2010;11;5009;LUX;TGD;98;-2
2013;10;5011;AMS;BGO;204;24
2010;9;5012;BGO;OSL;176;26
2013;6;5001;MPL;BVA;118;-2
2010;6;5015;SVQ;IST;88;28
2013;1;5010;TGD;AMS;95;0
2012;5;5018;JER;LCY;130;-5
2012;4;5021;LTN;MAN;215;15
2011;12;5017;BHX;JER;86;21
2012;4;5004;TBS;CGN;256;16
2010;1;5010;TGD;AMS;89;-6
2011;3;5011;AMS;BGO;198;18
2012;1;5019;LCY;LPL;120;-10
2011;4;5012;BGO;OSL;168;18
2013;5;5015;SVQ;IST;88;28
2011;9;5008;LPA;LUX;105;25
2012;10;5004;TBS;CGN;261;21
2012;3;5007;BCN;LPA;61;-9
2011;1;5016;IST;BHX;66;-9
2010;12;5024;SXF;CDG;76;-4
2012;12;5015;SVQ;IST;52;-8
2013;1;5011;AMS;BGO;195;15
2010;5;5006;MAD;BCN;79;-6
2013;5;5012;BGO;OSL;160;10
2013;1;5021;LTN;MAN;197;-3
2012;8;5002;BVA;FMM;110;20
2013;3;5001;MPL;null;154;34
2012;7;5023;GLA;SXF;166;1
2012;10;5002;BVA;FMM;102;12
2013;10;5008;LPA;LUX;115;35
2011;10;5004;TBS;CGN;266;26
2013;11;5009;LUX;TGD;119;19
2013;6;5021;LTN;MAN;201;1
2011;1;5023;GLA;SXF;195;30
2013;4;5015;SVQ;null;75;15
2010;3;5023;GLA;SXF;177;12
2010;6;5023;GLA;SXF;183;18
2012;10;5007;BCN;LPA;62;-8
2013;7;5015;SVQ;IST;64;4
2013;10;5019;LCY;LPL;159;29
2012;9;5009;LUX;TGD;91;-9
2013;10;5026;TXL;DUS;122;22
2010;2;5026;TXL;DUS;91;-9
2012;12;5018;JER;LCY;140;5
2012;6;5000;TIA;MPL;99;-1
2010;4;5004;TBS;CGN;249;9
2010;9;5023;GLA;SXF;194;29
2011;8;5015;SVQ;IST;68;8
2013;6;5000;TIA;MPL;104;4
2011;9;5002;BVA;FMM;123;33
2010;9;5000;TIA;MPL;118;18
2012;5;5005;CGN;MAD;113;3
2011;9;5023;GLA;SXF;179;14
2013;7;5010;TGD;AMS;118;23
2013;10;5021;LTN;MAN;196;-4
2011;1;5006;MAD;BCN;99;14
2012;7;5009;LUX;TGD;101;1
2013;6;5024;SXF;CDG;104;24
2012;12;5004;TBS;CGN;242;2
2011;10;5001;MPL;null;129;9
2011;1;5002;BVA;FMM;96;6
2010;10;5023;GLA;SXF;168;3
2010;2;5011;AMS;BGO;200;20
2010;8;5003;FMM;TBS;86;31
2013;1;5000;TIA;MPL;111;11
2011;1;5016;IST;BHX;90;15
2011;8;5019;LCY;LPL;164;34
2011;4;5025;CDG;TXL;97;27
2010;11;5005;CGN;MAD;123;13
2012;7;5019;LCY;LPL;151;21
2013;8;5007;BCN;LPA;88;18
2013;5;5004;TBS;CGN;245;5
2010;7;5007;BCN;LPA;102;32
2013;2;5009;LUX;TGD;104;4
2011;2;5026;TXL;DUS;115;15
2012;7;5013;OSL;ACE;163;-7
2011;8;5003;FMM;TBS;84;29
2012;6;5011;AMS;BGO;189;9
2010;10;5013;OSL;ACE;178;8
2012;10;5018;JER;LCY;157;22
2011;10;5021;LTN;MAN;203;3
2011;4;5010;TGD;AMS;103;8
2012;5;5010;TGD;AMS;108;13
2013;8;5006;MAD;BCN;105;20
2010;6;5016;IST;BHX;102;27
2010;3;5005;CGN;MAD;142;32
2013;8;5014;ACE;SVQ;74;34
2013;7;5019;LCY;LPL;158;28
2012;12;5000;TIA;MPL;117;17
2011;9;5009;LUX;TGD;108;8
2011;3;5014;ACE;SVQ;74;34
2012;5;5024;null;CDG;113;33
2010;3;5009;LUX;TGD;122;22
2012;5;5014;ACE;SVQ;75;35
2012;7;5010;TGD;AMS;90;-5
2012;8;5023;GLA;SXF;166;1
2010;3;5000;TIA;MPL;113;13
2013;3;5009;LUX;TGD;101;1
2010;8;5023;GLA;SXF;170;5
2010;11;5008;LPA;LUX;106;26
2011;11;5000;TIA;MPL;99;-1
2011;8;5020;LPL;LTN;148;-7
2010;8;5019;LCY;LPL;127;-3
2010;10;5015;SVQ;IST;66;6
2013;2;5021;LTN;MAN;205;5
2011;5;5015;SVQ;IST;63;3
2011;5;5013;OSL;ACE;197;27
2011;4;5009;LUX;TGD;125;25
2012;5;5018;JER;LCY;126;-9
2013;4;5009;LUX;TGD;100;0
2013;3;5000;TIA;MPL;125;25
2012;8;5022;MAN;GLA;207;-3
2010;11;5023;GLA;SXF;163;-2
2013;3;5020;LPL;LTN;155;0
2013;12;5017;BHX;JER;92;27
2012;6;5019;LCY;LPL;160;30
2010;8;5014;ACE;SVQ;39;-1
2012;11;5007;BCN;LPA;84;14
2010;2;5006;MAD;BCN;86;1
2013;5;5010;TGD;AMS;116;21
2013;7;5007;BCN;LPA;62;-8
2010;11;5017;BHX;JER;61;-4
2012;5;5015;SVQ;IST;54;-6
2010;5;5010;TGD;AMS;121;26
2010;6;5003;FMM;TBS;87;32
2013;6;5024;SXF;CDG;80;0
2012;1;5002;BVA;FMM;81;-9
2012;1;5002;BVA;FMM;106;16
2013;10;5000;TIA;MPL;115;15
2012;4;5018;JER;LCY;129;-6
2011;12;5007;BCN;LPA;70;0
2010;2;5013;OSL;ACE;165;-5
2013;6;5019;LCY;LPL;123;-7
2012;8;5015;SVQ;IST;61;1
2010;6;5021;LTN;MAN;232;32
2011;10;5014;ACE;SVQ;50;10
2011;1;5008;LPA;LUX;103;23
2012;4;5013;OSL;ACE;200;30
2013;8;5017;BHX;JER;74;9
2013;6;5011;AMS;BGO;175;-5
2011;5;5024;SXF;CDG;102;22
2011;7;5000;TIA;MPL;135;35
2010;11;5023;GLA;SXF;197;32
2013;2;5017;BHX;JER;97;32
2011;10;5007;BCN;LPA;81;11
2013;1;5001;MPL;BVA;129;9
2010;10;5015;SVQ;IST;78;18
2011;9;5006;MAD;BCN;82;-3
2013;6;5025;CDG;TXL;69;-1
2013;1;5006;MAD;BCN;114;29
2012;1;5013;OSL;ACE;170;0
2013;11;5019;LCY;LPL;125;-5
2011;6;5009;LUX;TGD;109;9
2011;10;5010;TGD;AMS;89;-6
2010;1;5014;ACE;SVQ;36;-4
2012;2;5021;LTN;MAN;213;13
2011;2;5023;GLA;SXF;176;11
2011;8;5015;SVQ;IST;54;-6
2013;12;5010;TGD;AMS;94;-1
2010;11;5013;OSL;ACE;168;-2
2011;6;5012;BGO;OSL;171;21
2013;10;5005;CGN;MAD;125;15
2013;5;5021;LTN;MAN;221;21
2013;2;5004;TBS;CGN;239;-1
2012;8;5023;GLA;SXF;184;19
2010;6;5023;GLA;SXF;192;27
2010;6;5001;MPL;BVA;135;15
2011;10;5006;MAD;BCN;109;24
2012;3;5017;BHX;JER;85;20
2010;5;5007;BCN;LPA;88;18
2013;9;5013;OSL;ACE;170;0
2011;1;5002;BVA;FMM;118;28
2012;1;5006;MAD;BCN;93;8
2011;8;5020;LPL;LTN;177;22
2011;2;5004;TBS;CGN;236;-4
2010;7;5009;LUX;TGD;98;-2
2013;12;5018;JER;LCY;150;15
2011;9;5024;SXF;CDG;78;-2
2011;4;5015;SVQ;IST;66;6
2011;4;5015;SVQ;IST;51;-9
2011;12;5010;TGD;AMS;117;22
2013;3;5024;SXF;CDG;71;-9
2013;11;5023;GLA;SXF;189;24
2010;7;5000;TIA;MPL;122;22
2011;5;5004;TBS;CGN;231;-9
2010;7;5010;TGD;AMS;121;26
2012;2;5021;LTN;MAN;204;4
2012;12;5007;BCN;LPA;93;23
2010;9;5007;BCN;LPA;69;-1
2010;11;5017;BHX;JER;55;-10
2013;11;5025;CDG;TXL;80;10
2013;3;5019;LCY;LPL;150;20
2011;6;5014;ACE;SVQ;57;17
2011;6;5000;TIA;MPL;94;-6
2012;6;5011;AMS;BGO;187;7
2013;1;5007;BCN;LPA;94;24
2013;6;5026;TXL;DUS;113;13
2010;11;5023;GLA;SXF;178;13
2011;8;5001;MPL;null;154;34
2013;12;5026;TXL;DUS;109;9
2011;11;5014;ACE;SVQ;53;13
2012;6;5004;TBS;CGN;255;15
2013;12;5001;MPL;BVA;123;3
2013;11;5025;CDG;TXL;104;34
2013;8;5021;LTN;MAN;204;4
2010;1;5001;MPL;null;151;31
2013;9;5018;JER;LCY;139;4
2013;2;5011;AMS;BGO;206;26
2010;7;5011;AMS;BGO;193;13
2010;10;5017;BHX;JER;65;0
2012;6;5005;CGN;MAD;115;5
2011;4;5013;OSL;ACE;179;9
2013;11;5005;CGN;MAD;138;28
2012;9;5014;ACE;SVQ;69;29
2011;10;5024;SXF;CDG;108;28
2010;11;5025;CDG;TXL;71;1
2012;10;5025;CDG;TXL;67;-3
2011;1;5003;FMM;TBS;76;21
2011;4;5019;LCY;LPL;122;-8
2011;5;5007;BCN;LPA;84;14
2011;9;5022;MAN;GLA;224;14
2010;11;5008;LPA;LUX;106;26
2011;3;5021;LTN;MAN;200;0
2010;6;5011;AMS;BGO;187;7
2013;9;5010;TGD;AMS;87;-8
2013;10;5017;BHX;JER;80;15
2013;11;5019;LCY;LPL;123;-7
2012;6;5005;CGN;MAD;129;19
2010;12;5025;CDG;TXL;83;13
2011;8;5021;LTN;MAN;232;32
2011;6;5002;BVA;FMM;102;12
2011;1;5001;MPL;BVA;112;-8
2010;9;5011;AMS;BGO;181;1
2011;10;5013;OSL;ACE;170;0
2011;6;5001;MPL;BVA;127;7
2013;7;5014;ACE;SVQ;68;28
2010;10;5021;LTN;MAN;231;31
2010;6;5018;JER;LCY;148;13
2012;12;5016;IST;BHX;107;32
2010;5;5009;LUX;TGD;124;24
2012;4;5004;TBS;CGN;255;15
2011;5;5006;MAD;BCN;112;27
2012;10;5012;BGO;OSL;177;27
2012;2;5012;BGO;OSL;160;10
2012;5;5009;LUX;TGD;94;-6
2013;3;5021;LTN;MAN;232;32
2013;8;5013;OSL;ACE;204;34
2013;4;5020;LPL;LTN;149;-6
2013;4;5009;LUX;TGD;92;-8
2010;4;5014;ACE;SVQ;44;4
2013;2;5022;MAN;GLA;206;-4
2010;10;5012;BGO;OSL;152;2
2012;8;5010;TGD;AMS;104;9
2011;6;5015;SVQ;IST;85;25
2012;5;5025;CDG;TXL;103;33
2011;12;5006;MAD;BCN;120;35
2012;9;5026;TXL;DUS;112;12
2013;8;5020;LPL;LTN;147;-8
2013;7;5022;MAN;GLA;242;32
2011;10;5010;TGD;AMS;110;15
2011;8;5020;LPL;LTN;185;30
2012;11;5000;TIA;MPL;124;24
2013;1;5025;CDG;TXL;85;15
2010;1;5001;MPL;BVA;153;33
2011;3;5000;TIA;MPL;134;34
2010;7;5019;LCY;LPL;163;33
2013;6;5024;null;CDG;90;10
2012;11;5019;LCY;LPL;128;-2
2010;1;5013;OSL;ACE;192;22
2010;8;5006;MAD;BCN;116;31
2013;10;5022;MAN;GLA;220;10
2012;9;5021;LTN;MAN;211;11
2011;4;5026;TXL;DUS;115;15
2010;1;5025;CDG;TXL;82;12
2012;11;5018;JER;LCY;166;31
2012;4;5020;LPL;LTN;167;12
2010;5;5018;JER;LCY;170;35
2013;5;5018;JER;LCY;158;23
2010;8;5018;JER;LCY;152;17
2012;10;5025;CDG;TXL;98;28
2011;7;5015;SVQ;IST;89;29
2013;2;5004;TBS;CGN;233;-7
2013;3;5002;BVA;FMM;97;7
2013;7;5010;TGD;AMS;119;24
2012;5;5002;BVA;FMM;105;15
2013;9;5001;MPL;null;115;-5
2010;2;5008;LPA;LUX;106;26
2013;3;5023;GLA;SXF;174;9
2012;9;5019;LCY;LPL;122;-8
2011;3;5003;FMM;TBS;76;21
2012;5;5025;CDG;TXL;77;7
2010;9;5011;AMS;BGO;191;11
2011;5;5013;OSL;ACE;194;24
2010;6;5018;JER;LCY;126;-9
2010;9;5000;TIA;MPL;108;8
2010;10;5025;CDG;TXL;100;30
2010;5;5026;TXL;DUS;100;0
2013;6;5022;MAN;GLA;218;8
2011;2;5020;LPL;LTN;153;-2
2011;9;5009;LUX;TGD;109;9
2011;8;5010;TGD;AMS;112;17
2011;1;5009;LUX;TGD;116;16
2011;3;5014;ACE;SVQ;45;5
2012;3;5021;LTN;MAN;208;8
2012;10;5026;TXL;DUS;105;5
2011;6;5003;FMM;TBS;87;32
2011;9;5016;IST;BHX;98;23
2010;7;5009;LUX;TGD;94;-6
2011;12;5023;GLA;SXF;175;10
2013;9;5015;SVQ;IST;67;7
2012;4;5023;GLA;SXF;156;-9
2013;9;5021;LTN;MAN;215;15
2012;11;5019;LCY;LPL;121;-9
